index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
3655,NCT00154219,Novartis,"A 13-week, Multicenter, Randomized, Double-blind, Double-dummy, Placebo-controlled, Parallel Group Trial of Lumiracoxib (COX189) 100 mg o.d. in Patients With Primary Hip Osteoarthritis Using Celecoxib (200 mg o.d.) as a Positive Control","The purpose of this study is to evaluate the efficacy, tolerability, and safety of the investigational drug, lumiracoxib as compared to celecoxib and placebo in subjects with hip osteoarthritis. Both lumiracoxib and celecoxib belong to the same class of drug (COX-2 selective nonsteroidal anti-inflammatory drugs [NSAIDs]).",2004,11,Phase 3,1200,Completed,"Osteoarthritis, Hip"
3656,NCT00154232,Novartis,"A 3 Month, Multicenter, Open-label Study to Evaluate the Impact of the Immunosuppressive Combination of Enteric-Coated Mycophenolate Sodium (EC- MPS), Basiliximab and Cyclosporine for Microemulsion With C2 Monitoring, on Efficacy and Safety Outcomes in de Novo Kidney Transplant Recipients at Potential High Risk of DGF.","The aim of the study is to assess the short-term benefit of the combination of basiliximab, EC-MPS and cyclosporine microemulsion with C2 monitoring on the prophylaxis of acute rejection in a population of de novo renal transplant patients at potential high risk of DGF.",2004,6,Phase 4,46,Completed,Delayed Graft Function
3657,NCT00154258,Novartis,An Open Extension Study to Phase IIb Study of Clozapine in Patients With Treatment-resistant Schizophrenia,Clozapine is an antipsychotic. This open study will evaluate the safety and efficacy of long term treatment of clozapine in patients with treatment-resistant schizophrenia.,2001,4,Phase 2,19,Completed,Schizophrenia
3658,NCT00154271,Novartis,Effects of Blood Pressure Reduction on High Sensitivity C-Reactive Protein (hsCRP),"The study compares the efficacy of an aggressive versus a moderate initial antihypertensive regimen to reduce blood pressure in patients with Stage 2 hypertension. Additionally, the study examines the effects of blood pressure reduction on the levels of high sensitivity hsCRP. Although the main goal is to determine the overall effect of blood pressure reduction on hsCRP levels, analysis will also evaluate whether an aggressive antihypertensive regimen is more effective than a moderate one in reducing hsCRP levels.",2004,1,Phase 4,1677,Completed,Hypertension
3659,NCT00154323,Novartis,"A Multi-center, Randomized, Double-blind, Parallel Group, Placebo-controlled 52 Weeks Clinical Trial to Evaluate Efficacy and Safety of Oxcarbazepine p.o.(300-1200 mg/Day) as Adjuvant Therapy in the Bipolar Disorder I or II Treatment","Bipolar disorder is a psychiatric illness with clinical characteristics of mixed mania, grandiose delusions, and suicidality. This study will investigate the efficacy a safety of oxcarbazepine in the treatment of patients with bipolar disorder type I or II.",2003,1,Phase 4,55,Completed,Bipolar Disorder
3660,NCT00154336,Novartis,"3-Month, Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Efficacy, Safety & Tolerability of Imatinib 400 mg Daily in Combination With Methotrexate (MTX)Compared to MTX Alone in the Treatment of Rheumatoid Arthritis (RA).","Imatinib is a member of a new class of drugs known as signal transduction inhibitors. The purpose of this study is to evaluate the efficacy, safety and tolerability of imatinib in the treatment of rheumatoid arthritis in combination with methotrexate in patients who do not respond satisfactorily to standard treatment, e.g. methotrexate.",2004,7,Phase 2,50,Completed,"Arthritis, Rheumatoid"
3661,NCT00154349,Novartis,Phase II Study of Imatinib Mesylate for Philadelphia-Positive Acute Lymphocytic Leukemia,The objective of this study is to determine the efficacy and safety of imatinib mesylate in patients diagnosed as having Philadelphia chromosome positive acute lymphocytic leukemia (ALL).,2003,10,Phase 2,8,Completed,Leukemia
3662,NCT00154362,Novartis,"A Multi-center, Randomized, Double-blind, Cross-over, Placebo-controlled Clinical Trial to Evaluate Efficacy and Safety of Oxcarbazepine p.o. (300-1200 mg/Day) as Adjuvant Therapy for Impulsivity and Aggressive Behavior in Conduct Disorders in Adolescents",Conduct disorder is a group of psychiatric symptoms that can include clinical characteristics of impulsivity and aggressive behavior. This study will investigate the efficacy a safety of oxcarbazepine in the treatment of adolescents with conduct disorder.,2003,4,Phase 4,50,Completed,Conduct Disorder
3663,NCT00154375,Novartis,Phase III Study of Imatinib Mesylate in Combination With Hydroxyurea Versus Hydroxyurea Alone as an Oral Therapy in Patients With Temozolomide Resistant Progressive Glioblastoma,This is a Phase III study comparing Imatinib mesylate and hydroxyurea combination therapy with hydroxyurea monotherapy in patients with temozolomide resistant progressive glioblastoma.,2004,10,Phase 3,240,Completed,Astrocytoma
3664,NCT00154388,Novartis,Phase II Study of Imatinib Mesylate in Patients With Life Threatening Malignant Rare Diseases,"Exploratory study to examine the effect(s) of Imatinib mesylate treatment on life threatening rare diseases with known associations to one or more Imatinib mesylate -sensitive tyrosine kinases, and to identify the contribution of specific protein tyrosine kinases (PTKs) of that specific disease.",2001,2,Phase 2,185,Completed,Rare Diseases
3665,NCT00166725,Novartis,"A Randomized, Open Label, Multicenter Study Evaluating the Effects of Octreotide Acetate on Circulating Levels of Chromogranin A in Advanced Prostate Cancer Patients","The present study will provide information on whether the somatostatin analog, octreotide acetate, could have an inhibitory effect on circulating chromogranin A. The demonstration of an antisecretory effect of somatostatin analogs could offer a rationale for a large scale randomized study.",2004,2,Phase 2,40,Completed,Prostatic Neoplasms
3666,NCT00170729,Novartis,"Multi-center, Randomized, Double Masked, Vehicle Controlled Phase IV Study to Compare the Efficacy, Ocular Safety and Tolerability of a Two Day Treatment With Eye Drops (0.5% Prednisolone Acetate, One Drop Four Times Per Day) in Patients With Intraocular Inflammation After Cataract Surgery, Followed by an Open Label Observational Period of 12 Days",The primary objective was to demonstrate that two days of treatment with 0.5% prednisolone acetate eye-drops after cataract surgery are superior to vehicle in reducing the flare in the anterior chamber of the operated eye.,2004,8,Phase 4,62,Completed,Cataract
3667,NCT00170742,Novartis,"A Randomized, Open Label, Controlled Study on the Efficacy and Safety of Octreotide i.m. in Patients With Proliferative Diabetic Retinopathy (PDR) After Start of Laser Coagulation",Phase III study comparing monthly octreotide i.m. in comparison to no additional treatment in patients with proliferative diabetic retinopathy after lasercoagulation.,2003,12,Phase 3,17,Terminated,Diabetic Retinopathy
3668,NCT00170755,Novartis,"A Long-Term Safety, Tolerability and Efficacy Study of Darifenacin in Adult Patients With Overactive Bladder","This study will evaluate the safety, tolerability and efficacy of darifenacin, in the long-term treatment of adult patients with overactive bladder.",2002,4,Phase 3,718,Completed,"Urinary Bladder, Overactive"
3669,NCT00170781,Novartis,"A 1-Week, Multi-Center, Randomized, Double-Blind, Double-Dummy, Active-Controlled, Parallel Trial Comparing Lumiracoxib (400 mg Once Daily) in Patients With Acute Flares of Gout, Using Indomethacin (50 mg Three Times a Day)","This study is designed to develop our understanding of the efficacy and safety of using lumiracoxib in the treatment of patients with acute gout. This is a multi-center, double-blind, randomized, parallel group study comparing a single daily dose of 400 mg lumiracoxib with the established dose of indomethacin 50 mg taken three times a day in terms of efficacy",2005,6,Phase 4,234,Completed,"Arthritis, Gouty"
3670,NCT00170872,Novartis,"A 6 Week, Multicenter, Open-label Trial to Evaluate the Safety, Tolerability and Efficacy of Lumiracoxib 200mg o.d. in Patients With Primary Knee Osteoarthritis or Rheumatoid Arthritis","This study tested the safety, tolerability and efficacy of lumiracoxib - a COX-2 inhibitor- in patients with primary knee osteoarthritis or rheumatoid arthritis.",2004,11,Phase 3,135,Completed,"Osteoarthritis, Knee"
3671,NCT00170898,Novartis,"A 7-Day Multicenter Randomized Double-Blind, Double-Dummy Parallel Group Trial to Assess the Safety and Efficacy of 400 mg Lumiracoxib Once Daily Versus 500 mg Naproxen Twice Daily in Patients With Acute Musculoskeletal Pain Due to Uncomplicated Soft Tissue Injury",This study is designed to develop our understanding of the risk-benefit of using lumiracoxib in patients with acute musculoskeletal pain due to uncomplicated soft tissue injury.,2004,11,Phase 4,419,Completed,Musculoskeletal Pain
3672,NCT00170911,Novartis,Efficacy and Safety of AAE581 in Postmenopausal Women With Osteopenia/Osteoporosis.,AAE581 is a specific inhibitor of the cysteine protease cathepsin K. This trial is designed to provide detailed information about the effects( efficacy and safety) of AAE581 on Bone Mineral Density.,2005,3,Phase 2,160,Completed,Osteoporosis
3673,NCT00170924,Novartis,"A Multi-center, Randomized, Placebo-controlled, Double-blind Study to Evaluate the Effect of the Angiotensin II Antagonist Valsartan on Diastolic Function in Patients With Hypertension and Diastolic Dysfunction","Patients who have had high blood pressure for a long time may have diastolic dysfunction. Diastolic Dysfunction is when your heart has difficulty filling and emptying, and relaxing adequately. This study is to find out if Valsartan) will improve the ability of the heart to fill, empty, and relax appropriately when given alone or with other medicines to treat high blood pressure.",2004,8,Phase 4,317,Completed,Hypertension
3674,NCT00170937,Novartis,"A 16 Week Study to Evaluate the Effect on Insulin Sensitivity of Valsartan and Hydrochlorothiazide Combined and Alone, in Patients With Metabolic Syndrome","The metabolic syndrome is a classification for patients with a constellation of risk factors which may include abdominal obesity, hypertension, elevated blood lipids and sugar. Three or more of these factors together constitute the metabolic syndrome and place these patients at a greater risk for the development of diabetes and cardiovascular diseases. The purpose of this study is to determine whether two common drugs to lower blood pressure, whether used separately or in combination, have different effects on blood sugar levels in patients diagnosed with the metabolic syndrome.",2004,11,Phase 4,507,Completed,Hypertension
